date,text,sentiment
20121025,Solid Profit for AT&amp;T Despite a Setback The company said a limited supply of the hot-selling Apple iPhone 5 was partly to blame for slower growth of contract subscriptions.,1
20121026,Sprint Posts a Big Loss on Decline in Subscribers The wireless carrier said its loss more than doubled from the third quarter of 2011.,1
20121031,"After Storm, Businesses Try to Keep Moving Businesses in the Northeast are trying to keep operations running after Hurricane Sandy knocked out power and transportation in many areas.",0
20121031,"When Floodwaters Rise, Web Sites May Fall Web site managers are learning that backup power generators should not be located where it floods.",0
20121101,"N.Y.S.E. Reopens Smoothly, Reassuring Global Investors Investors apprehensive about the reopening of the New York Stock Exchange after Hurricane Sandy were pleasantly surprised at the resilience of American markets.",0
20121101,"F.C.C. Details Storm-Related Cellphone Problems Many of the wireless transmission towers knocked out by Hurricane Sandy are not expected back online for several days, the Federal Communications Commission said.",0
20121107,"Cablevision Shares Fall on Worries About Stormäó»s Costs The cable provider reported a third-quarter loss, and its shares fell more than 6 percent as investors worried about a decline in video customers and the financial impact of Hurricane Sandy.",0
20121114,"Vodafone Writes Down Units in Spain and Italy The company blamed southern Europeäó»s economic woes, which has led to rising unemployment and economic stagnation in Spain and Italy, for the nearly $9.3 billion charge.",0
20121114,"The Death of Equities Seems Exaggerated The conventional wisdom among many who work on or follow Wall Street is that generations of Americans have given up on stocks, but this is not the case.",0
20121205,Court Upholds F.C.C. Rule on Use of Data Networks The Federal Communications Commission can require cellphone companies to let customers of other carriers use their signals when outside their home territories.,0
20121205,"Apps Redirect Text Messages, and Profits, From Cellular Providers Smartphone apps that use the Internet to send text messages are forcing wireless providers to change pricing models.",0
20121207,"National Network for First Responders Is Years Away Planning delays, lack of money and limitations in technology have slowed the creation of a communications network for the police, firefighters and others.",0
20121220,"Smile, and Say äóÖAndroidäó» New cameras from Samsung and Nikon merge elements of the cellphone and the camera into something pioneering, but not yet at the promised land.",0
20130107,"Cable Companies Squeeze More Obscure Channels Distributors are reviewing low-rated channels, and those without a major media company to back them are in danger of being dropped.",0
20130123,"Storm and Pension Costs Leave Verizon With Bigger Quarterly Loss Even though revenue rose and customers increased, the phone company reported a loss of $4.22 billion, more than double the loss a year ago.",0
20130123,"Another Day of Gains After Solid Earnings  The Dow Jones industrial average was up for the eighth time in nine sessions as DuPont, Travelers insurance and Verizon all rose after strong earnings reports.",0
20130125,"Pensions and Hurricane Sandy Hurt AT&Täó»s Earnings The carrier reported a fourth-quarter loss of $3.9 billion, but earnings of 44 cents a share excluding pension costs. Revenue slightly exceeded expectations.",0
20130131,"BlackBerry, Rebuilt, Lives to Fight Another Day The new BlackBerry Z10 is lovely, fast and efficient, bristling with fresh and useful ideas.",0
20130131,"Amid Long Odds, BlackBerry Maker Unveils New Line and New Name The company introduced a new operating system and a new generation of phones, along with a new corporate name, with the hope of restoring its productsäó» status as a symbol of executive cool.",0
20130208,"Alcatel-Lucent Chief Resigns as Company Posts Loss The telecommunications equipment maker said it lost $1.85 billion in 2012, and announced the resignation of Ben Verwaayen, its chief executive since 2008.",0
20130208,"Sprintäó»s Loss Is Steady, but Revenue Is Up 3.2% The Sprint Nextel Corporation said that it lost $1.3 billion in its fourth quarter, about the same as a year ago, as it revamped its network for a comeback against its bigger competitors.",0
20130220,"Nickelodeon Hopes Its App Wins Hearts Nickelodeon designed its first app as a noisy, colorful smorgasbord of animated clips, music videos and games. But thereäó»s very little actual television.",0
20130221,"F.C.C. Moves to Ease Wireless Congestion The commission proposed to make a big part of the spectrum, some of which is in government hands, available for unlicensed devices like Wi-Fi routers.",0
20130228,"Samsung Takes Low-Key Approach on Cellphones After Reaching the Top At the Mobile World Congress in Barcelona, the industryäó»s largest convention in Europe, Samsung appears to be borrowing a page from Apple.",1
20130313,Google Elbows Into the Cloud Google is expanding its office space and hiring engineers in the Seattle area to compete with rivals in the lucrative cloud computing business.,1
20130315,"Samsung Introduces New Galaxy Phone Increasing the stakes in the smartphone battle, the South Korean manufacturer showed off the Galaxy S IV, the latest version of its flagship device.",1
20130318,"Trying to Wean Britons From Unlimited Mobile Data By tying the volume of Web surfing to the price on its new 4G service, the mobile operator EE hopes to end limitless data packages for smartphone users.",1
20130327,"T-Mobile Shakes Up Its Service The American mobile carrier, which has struggled against rivals like AT&T and Verizon, will offer the iPhone 5 and other top smartphones without locking in customers for two years.",1
20130404,"Breaking Free of the Cellphone Carrier Conspiracy T-Mobile, the smallest of the Big Four cellphone carriers, steps away from the two-year, unbreakable contract that Sprint, Verizon and AT&T live by.",1
20130410,"Broadcasters Circle Wagons Against a TV Streaming Upstart Aereo denies stations the fees cable operators pay to retransmit their signals, so networks are determined to shut it down äóî even, they say, if they have to go cable-only.",0
20130415,"Economic Reports for the Week Ahead Reports include quarterly earnings from Microsoft, PepsiCo and Bank of America, as well as housing starts and leading economic indicators for March.",0
20130415,"More Cracks Undermine the Citadel of TV Profits Television has thrived on bundling, which offers a way of protecting things but also tends to obscure the weaknesses within. Now those flaws are becoming more apparent.",1
20130417,"For the Bilingual and Bicultural, a Big Dose of American Reality Mun2äó»s presentation to advertisers for its 2013 and 2014 seasons featured new and returning reality series that centered on celebrities.",0
20130417,Justice Department Backs Limits on Wireless Companies The head of antitrust enforcement said he supported limiting the share of the airwaves suitable for wireless broadband that any provider could hold.,1
20130419,"Nokia Trims Loss, but Sales Fall While the companyäó»s Lumia smartphones continued to sell well, sales of its basic models, which make up the bulk of its business, took a dive.",1
20130419,"Wireless Lifts Profit at Verizon The No. 1 American cellphone carrier continued to do well in its first quarter, even as it has gradually raised prices of phone plans.",1
20130424,"Strong Quarter for Smartphones Bolsters AT&T Net income grew 3.2 percent in the first quarter, exceeding analystsäó» expectations.",1
20130425,"Despite Sales Growth, Ericsson Profit Plunges Net profit plunged by 86 percent in the first quarter, despite strong sales in the United States, as the company absorbed the costs of cutting its work force and accounted for the sale of a smartphone venture to Sony.",0
20130425,Sprint Posts Higher-Than-Expected Revenue The wireless provider said its customer growth suffered as it shut down its Nextel network.,1
20130426,"Earnings Uptick and Better Jobless Data Lift Shares Cliffs Natural Resources, Alexion Pharmaceuticals and Akamai Technologies rose more than 10 percent after reporting earnings.",1
20130429,"Deal Gives News Site a Presence on Cable TV Programming from HuffPost Live, an Internet channel, will be carried for six hours a day on AXS TV, which Mark Cuban helped start.",1
20130501,"Obama Ally Likely Pick for F.C.C. President Obama is expected to nominate Tom Wheeler, who has been a lobbyist and venture capitalist in the telecommunications industry, to head the Federal Communications Commission.",1
20130502,"Telecom Investor Named to Be F.C.C. Chairman Tom Wheeler has invested in start-up technology and communications companies, and advised the Federal Communications Commission on technology issues.",1
20130502,"Cablevision Picks Up Glenn Beckäó»s Internet Channel The deal will make TheBlaze available to subscribers in New York, New Jersey and Connecticut.",1
20130502,"Cellphone Thefts Grow, but the Industry Looks the Other Way Police officials say the cellphone and handset industry has not done enough with technology to solve the theft problem.",0
20130506,Q. and A. With Stuart Elliott Try to identify the actor in KFCäó»s boneless chicken spot.,0
20130508,"Yanking Broadband From the Slow Lane Most Americans are mired in broadband mediocrity, but Googleäó»s networking initiatives could change that.",0
20130509,"Outsmarting Smartphone Thieves Prudence in using your phone can help thwart thieves, and there are ways to protect your information in the event the phone is stolen.",0
20130513,"ABC to Live-Stream Its Shows via App The live stream, which will be available only to cable and satellite subscribers, is the first time that any major broadcaster has turned on such a technology.",0
20130514,"The New York Times Newsroom Navigator For more than 10 years, the Newsroom Navigator has been used by New York Times reporters and editors as the starting point for their forays onto the Web.",0
20130516,"Keeping Wi-Fi Always Within Range A growing number of options are making a portable Wi-Fi connection affordable, including special hot spot devices and phone-tethering plans.",1
20130520,Telecomäó»s Big Players Hold Back the Future A law school professor is on a permanent campaign to argue that the telecom and cable industry has been overtaken by monopolists who resist innovation and overcharge consumers.,1
20130521,A Ruling Could Support F.C.C.äó»s Net Neutrality Defense The justices said that courts should defer to regulatory agencies in weighing how they carry out their mandates.,1
20130522,Vodafone Reports First Full-Year Revenue Drop Since 2005 The wireless company attributed the decline to a slump in Southern Europe and price cuts required by European regulators. Revenue fell 4.2 percent.,0
20130528,"20 Questions on Soap, Cereal and Related Oddities Assorted queries about advertising, the media and popular culture.",0
20130530,"Roam the World and Keep the Cellphone on a Budget After years of criticism, American mobile carriers now offer overseas calling packages at a small fraction of what they once cost.",1
20130603,Q. and A. With Stuart Elliott Is there a moral to the Volkswagen commercial that features an awkward father-son game of catch?,1
20130604,A Dispute Over Restrictions in a U.S. Auction of Airwaves The suggestion that some auction participants could get favored treatment in a spectrum auction has spawned a dispute.,1
20130605,"From Lottery to Oligopoly in Wireless Spectrum In auctioning off the public airwaves, the governmentäó»s thirst for revenue competes with the goal of fostering competition.",1
20130610,"äóÖHowäó» Now, Time Warner Cable Media? Time Warner Cable is starting a campaign to raise awareness of its Media unit and will use the theme äóìThatäó»s how.äóù",1
20130627,"Remedies for Better Cellphone Signal and Quality  As more people eschew landlines, companies are offering technologies like personal cell sites and signal boosters to augment cellphones.",1
20130703,"A Spokesman Finds Fame Interviewing Tiny Experts Beck Bennett, 28, is a comedian and writer who poses deadpan questions to an array of adorable children in a near-omnipresent AT&T ad campaign.",1
20130703,"F.C.C. Is Told Verizon Underpaid Data Refunds A lawyer told the Federal Communications Commission that Verizon might have collected more than $240 million from false charges, more than four times the amount it agreed to refund.",0
20130715,"Economic Reports for the Week of July 15 Data includes retail sales and leading economic indicators for June, and company reports will include Goldman Sachs, Coca-Cola, Bank of America, Google, Microsoft and General Electric.",0
20130716,2 New Plans to Upgrade Smartphones After a Year AT&T plans to announce on Tuesday a way for customers to upgrade phones sooner. T-Mobile unveiled a similar option last week.,0
20130717,"Google Said to Weigh Supplying TV Channels The company has begun talks with major media companies about licensing TV channels, according to people with knowledge of the meetings.",1
20130719,"At Verizon, Wireless Aids Earnings Rise  Driven by growth in wireless subscribers, the net income was above the expectations of Wall Street analysts.",1
20130724,AT&amp;T Misses Expectations as Costs Increase AT&T reported a quarterly profit on Tuesday that missed Wall Street expectations because it was hit by rising costs.,0
20130726,"Glenn Britt to Retire as Time Warner Cable Chief Mr. Britt, 64, will be succeeded by Robert Marcus, who at 48 represents generational change both for the company and the industry.",0
20130731,Warrantless Cellphone Tracking Is Upheld The ruling is the first to address the constitutionality of warrantless searches of historical location data stored by cellphone service providers.,0
20130801,"Comcast Profit Jumps 28.6% on Growth of Broadband Comcastäó»s second-quarter earnings rose to $1.7 billion, exceeding analystsäó» estimates, helped by the continued growth of the companyäó»s broadband Internet and business products.",1
20130801,"Comcast and CBS Post Strong Results, Aided by Web  Comcast surpassed analystsäó» earnings projections while CBS Corporation reported its highest quarterly profits ever.",1
20130802,"Fusion Announces Premiere Date and Prime-Time Schedule The channel, a joint venture of ABC News and Univision, has broadened its target audience to include millennials as well as bilingual Latinos.",1
20130802,"Although Revenue Rises, Subscribers Drop DirecTV and Time Warner Cable Recent earnings reports from the television distributors have contributed to the growing speculation among industry analysts about the declining number of cable subscribers.",1
20130807,"The Moto X From Google, iPhoneäó»s Latest Challenger Googleäó»s own Android phone offers five features that no phone has offered before, including a touchless mode.",1
20130809,T-Mobile US Reports Resurgent Customer Growth The company added contract subscribers and stemmed financial losses in the second quarter after adding the iPhone and focusing on common customer complaints.,1
20130816,Sony and Viacom Reach Tentative Deal to Stream Cable Channels The agreement is believed to be the first of its kind between a major programmer and any of the technology giants that are trying to disrupt traditional modes of TV delivery.,1
20130821,"Al Jazeera Makes Limited American Debut The news channel, which replaced Current TV on Tuesday, lost some viewers when it was dropped by AT&T U-verse and could not be streamed over the Internet.",1
20130823,"CBS Trumpets Deal With FiOS TV in Jab at Time Warner Cable The deal was  äóìreached swiftly and amicably,äóù said CBSäó»s president, Leslie Moonves, even as a stand-off with Time Warner Cable persisted.",1
20130830,"Stronger G.D.P. Growth and Lower Job Claims Bolster Markets Wall Street closed higher on Thursday on strong economic data and a possible large deal between Vodafone and Verizon, while a military strike on Syria appeared to be delayed for now.",1
20130903,"CBS Returns, Triumphant, to Cable Box An agreement with Time Warner Cable restores CBS and its related channels, like Showtime, to millions of cable subscribers largely in three major cities, New York, Los Angeles and Dallas.",1
20130903,"Factory Data Sends Markets Up Manufacturing activity strengthened in China and Europe, and shares rose globally. Markets were closed in the United States.",1
20130904,"Congressional Talks on Syria Thwart Early Market Surge The major market indexes rose quickly in the opening minutes of trading, but that faded after top Republicans supported a United States-led attack against Syria.",0
20130909,Verizon-F.C.C. Court Fight Takes On Regulating Net Verizon and other companies that spent billions of dollars to build their Internet pipelines are fighting the F.C.C.,0
20130909,"Apple Is Set to Announce Two iPhones One iPhone will feature a faster processor,  and the other will be a less expensive model in a variety of colors aimed at markets like China and India.",0
20130909,"A Long Fall for Taiwan Smartphone Maker Marketing, sales and distribution problems, along with spiraling inventory costs, have killed HTC's momentum and are dragging the company into unprofitability.",0
20130910,Retiree Start-Ups With Age and Youth as Partners A legacy partnership adds variety to the traditional family business.,0
20130910,"Judges Hear Arguments on Rules for Internet In a battle over whether the Web should remain open, judges expressed doubt over a requirement that service providers treat all traffic equally.",0
20130919,"Keep Those Due Dates From Sneaking Up on You Mobile devices can be powerful personal finance tools, with apps that make managing and paying bills easier, if not more enjoyable.",0
20131003,Social Networks in a Battle for the Second Screen Facebook and Twitter are vying to become the nationäó»s digital water cooler as they woo networks and advertisers.,1
20131003,"Fuel From Landfill Methane Goes on Sale Clean Energy Fuels is selling Redeem, a vehicle fuel derived from landfill methane, in more than 40 California filling stations.",1
20131008,Hotels Go to Extra Lengths for the Repeat Customer Competition among brands goes beyond the basic amenities to extras like live music and a yoga studio.,1
20131010,"Going Contract-Free: Finding a Phone and Plan That Fit No-contract cellphone plans are on the rise, with plenty of options available. Making the best choice means doing your research before making any move.",1
20131010,"T-Mobile to Make It Cheaper to Make Calls While Abroad The carrieräó»s new plan will charge 20 cents a minute for voice calls overseas, with unlimited data and text.",1
20131014,"Bolstering a Phoneäó»s Defenses Against Breaches To help ward off corporate data breaches, Lookout is using its app to slip under the door of enterprises via the employees who regularly bring their personal devices to work.",1
20131014,"Q. and A. With Stuart Elliott Fashion campaigns try for preppy humor, and ad burnout.",1
20131015,"On a New Jersey Islet, Twilight of the Landline After Hurricane Sandy, Verizon said it was too expensive to replace landlines in Mantoloking. The move may presage the end of the lines across the nation.",1
20131018,"S.&amp;P. Hits New High as Market&#8217;s Focus Shifts  The Standard & Pooräó»s 500 index closed at a record high  following a last-minute deal to avoid a U.S. default, but weak earnings pulled the Dow industrials slightly lower.",1
20131018,Verizon Profit Rises 40% as Wireless Gains  The company&#8217;s Verizon Wireless venture with the Vodafone Group showed solid profit and increasing revenue as customers spent more on data services.,1
20131022,"Rules Shielding Online Data From N.S.A. and Other Prying Eyes Advance in Europe The regulations, if approved, could require American companies like Google and Yahoo to seek clearance before complying with United States warrants seeking private data.",1
20131022,"Asia, Where Mobile Games Flowered, Extends Its Reach The $1.5 billion deal by SoftBank of Japan for a majority stake in the Finnish game developer Supercell shows that Asian companies are still building positions in the industry.",1
20131024,"Competition Rises for AT&T, as Does 3rd-Quarter Profit Even as smaller carriers like T-Mobile tried to muscle in, AT&T said third-quarter profit was up, to $3.8 billion from $3.6 billion a year ago.",0
20131025,"Ericsson Sales Slip, and So Does Its Stock The big maker of mobile network equipment reported a third-quarter revenue decline on a slowdown in projects by large cellphone carriers.",0
20131031,Internet Subscribers Aid Growth by Comcast Increases on the broadband side and decreases on the television side are again evident in the cable companyäó»s financial results.,0
20131031,Revenue at Sprint Drops on Subscriber Defections Investors shrugged off the results because they do not expect big improvements at the company until the second half of 2014.,0
20131031,"Intel Is Said to Weigh Sale of Online Cable TV Venture Intel has been frustrated with cable content providers and might sell to Verizon, people with direct knowledge of the discussions said.",0
20131031,"No U.S. Action, So States Move on Privacy Law Lawmakers in 10 states have passed more than two dozen privacy laws this year on phone tracking, the use of drones and other topics, as support for limits on surveillance has grown.",0
20131115,"Getting Up to Speed With an Apple TV, and Ditching Android Widgets For its latest set-top box, Apple recommends an Internet connection of at least 2.5 megabits per second. Plus, how to shed the äóìRecommended for Youäóù notification on Android.",0
20131120,"Handset Unit Nearly Sold, Nokia Now Looks to an Uncertain Future Shareholders approved a $7.2 billion sale of Nokiaäó»s cellphone business to Microsoft, leaving the company with its networking and mapping units, and its patents.",0
20131120,"F.C.C. Chairman Calls for Transforming the Technology Used by Phone Systems The Federal Communications Commission chairman, Tom Wheeler, said the agency would move the nationäó»s century-old network of circuits, switches and wires toward an Internet-based system.",1
20131121,Moving Content to a New iPad Avoiding telephone scams and ways to search more easily.,1
20131121,AT&T and Verizon Pressed to Detail Roles in U.S. Surveillance Efforts Shareholder resolutions are demanding more disclosure about the companiesäó» role in handing over customer data to the government.,0
20131126,N.S.A. May Have Hit Internet Companies at a Weak Spot Security experts said they believe that government spies bypassed Google and Yahoo and targeted the fiber-optic cables that connect their data centers.,0
20131203,"New F.C.C. Chief Promises He Will Protect Competition  Tom Wheeler, the new chairman of the F.C.C., also reiterated the agency&#8217;s commitment to net neutrality, which forbids Internet service providers from favoring their own content or paid content when allowing data to flow through their system.",1
20131205,"Microsoft Produces a Winner in Tablets The company tries again with the Surface, and this time gets it right.",0
20131209,"A Senator Plans Legislation to Narrow Authoritiesäó» Cellphone Data Requests The carriers are shown to turn over records thousands of times a day in response to police emergencies, subpoenas and other requests.",1
20131209,"User Data Requests Received by Cellphone Carriers Cellphone carriers last year answered at least 1.1 million requests from law enforcement agencies seeking information on caller locations, text messages and other data for use in investigations, according to reports from the carriers.",1
20131211,New York Asks Cellphone Carriers to Explain Why They Rejected Antitheft Switch New York Attorney General Eric T. Schneidermanäó»s investigation into the rejection of antitheft software has raised questions about coordination among the biggest carriers.,0
20131212,"Europeans Pay Less for Mobile Use, but at a Cost A report by the British telecom regulator says the less expensive plans depress revenues and discourage investment in high-speed networks.",1
20131216,Creating Experiences to Sell Gadgets Many consumer electronic companies are taking Appleäó»s cue in establishing their own retail stores that serve as emporiums of cool.,1
20131216,Creating the Tech Retail Experience Electronics retailers like Verizon and AT&T have gone to great lengths to overhaul their retail efforts as the heavyweights behind many popular devices äóî like Microsoft and Google äóî have moved to open retail stores of their own.,1
20131216,Tech Companies Press for a Better Retail Experience The investments in electronics retailing reflect a belief that companies should obsess over the environment in which products are presented to the public.,1
20131219,"The Laptop: Cheaper but Still a Workhorse Laptops under $400 will not be the fastest speed demons with the most dazzling displays, but the choices are enough to meet a variety of needs.",1
20131220,"Target Struck in the Cat-and-Mouse Game of Credit Theft The theft is the latest blow struck in a technological cat-and-mouse game between retailers and criminals, who experts say can attack along a wide variety of avenues.",1
20131224,"Empty Shelves Signal Revival in Game Consoles Those sales bolster the view that the console business is turning into a two-horse race, with Nintendo a distant third.",1
20131224,Agreement Reached to Cut Power Use by Cable Devices The cable TV industry agreed to reduce the electricity needed by set-top boxes even when they are turned off.,1
20140102,"Cleaning the Mobile Germ Warehouse Tablets and cellphones can transmit disease, so cleaning them regularly should be more than an aesthetic preference.",1
20140109,"Carriers Step Up Battle for Wireless Customers As competition grows among major wireless carriers, T-Mobile said it would pay the termination fees of new customers, and give them trade-in credit of up to $300 for their old cellphones.",1
20140110,"Little Change in Market on Eve of Jobs Report Stocks lost ground on Thursday, weighed down by Exxon Mobil and retailers.",0
20140110,"Agency to Stream a Daily Show About the Sundance Festival Weber Shandwick will join the Sundance Institute in producing äóìLive@Sundance,äóù an hourlong show, on YouTube.",0
20140115,"Rebuffing F.C.C. in äóÖNet Neutralityäó» Case, Court Allows Streaming Deals The decision by a federal appeals court could pave the way for providers like Verizon and AT&T to charge content companies to deliver data at a faster speed.",0
20140116,Listen to What Your Plants Have to Say The Parrot Flower Power plant sensor can analyze the growing conditions of your plants and send you the results.,1
20140122,"Broader Market Climbs, but Dow Falters  The Dow was pulled lower partly by Travelers, Verizon Communications and Johnson & Johnson, which fell even though all three reported earnings that exceeded expectations.",1
20140122,"Verizon Plans to Buy Intel Media Division to Expand Its Television Services  Intel Media was acquired by Verizon, which wants to add TV everywhere there is an Internet connection.",1
20140123,"Wheelies: The Calling All Aluminum F-150 Mechanics Edition Fordäó»s 2015 F-150 pickup highlights a dearth of aluminum body repair technicians, and Tesla teams with rail company to build more chargers in Germany.",1
20140123,Strong Finish to 2013 for Netflix as Profit and Subscriptions Soar  The company predicted continued growth through the first quarter of this year.,1
20140128,Sales of iPhones Set Record for Quarter: 51 Million Appleäó»s blockbuster phone sales helped the company post a profit of $13.1 billion on revenue of $57.6 billion.,1
20140129,"Profit Surges for AT&T, Outstripping Expectations For its wireless business, AT&T said it added 566,000 contract subscribers, the most valuable type of customers.",1
20140129,"Comcast Profits Up Sharply, Along With TV Subscribers Comcast, the nation&#8217;s largest cable provider and the owner of NBCUniversal, increased its net income 26 percent, to $1.9 billion, compared with a year ago.",1
20140130,"Headphones Designed for Work or Play Sol Republic is pitching Relays as in-ear headphones that people will wear all day, whether at work, at home or at the gym.",1
20140204,"Markets Sink as Manufacturing Data Weighs on Investors Stocks on Wall Street stocks slumped on Monday, with the S.&P. 500 hitting its lowest level since October, after weaker-than-expected data on the factory sector.",1
20140207,European Hardship Hurts Vodafoneäó»s Sales The British cellphone carrier said operations in Europe struggled because of the Continentäó»s economic woes but turnover rose in emerging markets.,0
20140210,Industry and Congress Await the F.C.C. Chairmanäó»s Next Moves on Internet Rules Companies will be watching to see how Tom Wheeler responds to last monthäó»s court decision that invalidated the rules created by the F.C.C. in 2011 to maintain an open Internet.,1
20140213,"Comcast's Deal for Time Warner Cable Is Big Win for Advisers Comcastäó»s $45 billion takeover of Time Warner Cable is an unexpected win for the companyäó»s advisers, including JPMorgan Chase, the rainmaker Paul J. Taubman and Barclays.",1
20140213,"Verizon Wireless Expands Mobile Data Plans Verizon Wireless is sweetening its phone plans, offering more mobile data and free international text messaging, after AT&T made several big moves to fight off T-Mobile US and keep customers.",1
20140213,"Industry Shifts May Aid Comcast in Takeover Bid  Comcastäó»s proposed acquisition of Time Warner Cable comes at a moment of seismic change in the television industry, as growing numbers choose Internet streaming over cable service.",1
20140213,"For Comcast, Daring Deals to Expand Its Reach Across Industries The deal for Time Warner Cable solidifies Comcastäó»s reputation as an enterprise with grand, even audacious, ambitions.",1
20140214,Big Cable Mergers in Europe Are Still Hard to Make A big player like the one Comcast and Time Warner intend to create in the United States would probably meet antitrust obstacles on the Continent.,1
20140214,Morning Agenda: Jos. A. Bank Makes a Move for Eddie Bauer Parent  Jos. A. Bank Clothiers has agreed to buy the parent company of Eddie Bauer. | Examining the weeks that led to the merger between Comcast and Time Warner Cable. | Comcastäó»s proposed takeover of Time Warner Cable raises the question of antitrust...,1
20140214,"Daily Report: In Takeover Bid, Comcast Seeks to Stay Ahead of Changing Technology Landscape Comcastäó»s deal for Time-Warner Cable indicates that Comcast has grand ambitions after starting 51 years ago in northern Mississippi.",1
20140214,Today in Small Business: Weather! Morning rituals. How to hire interns legally. Do most founders make bad chief executives?,1
20140214,"Comcast Deal Shakes Up Adviser Rankings Morgan Stanley, which advised Time Warner Cable, jumped ahead of competitors. Comcastäó»s advisers included James B. Lee Jr., JPMorgan Chaseäó»s top deal maker.",1
20140218,White House Responds to Net Neutrality Petition The Obama administration said the Federal Communications Commission is an independent agency and the president cannot order it to reclassify broadband service as a utility.,1
20140219,"Wireless System Could Offer a Private Fast Lane The technology, called pCell, is one of many techniques that companies are looking at to address the rising public appetite for mobile data, especially video.",1
20140220,"F.C.C. Seeks a New Path on äóÖNet Neutralityäó» Rules After a court ruling last month, the chairman of the Federal Communications Commission will propose new rules to encourage equal access to the web.",1
20140220,"This Phone Is Great, Till Itäó»s Time to Add Apps The new Nokia Icon, a Windows Phone, matches Android and iPhone in many critical areas except one: Its app store is seriously lacking.",1
20140220,"The Other Big Winner in the WhatsApp Deal: Your Wallet By helping people bypass texting fees from mobile carriers, WhatsApp saved heavy users of texting a lot of money.",1
20140220,"Questions Raised About AT&T's Transparency Report The most common requests that AT&T received from federal, state and local government agencies were related to criminal and civil litigation.",0
20140224,Comcast and Netflix Reach Deal on Service Comcast and Netflix announced an agreement Sunday in which Netflix will pay Comcast for faster and more reliable access to Comcastäó»s subscribers.,1
20140224,Philips and Ericsson to Use Streetlights to Expand Cellphone Coverage The two companies will incorporate cellphone antennas into energy-efficient LED streetlights that can be placed in parts of cities where carriers want to increase their network coverage.,1
20140226,The Messaging App Wars Are Just Getting Started Dozens of messaging platforms are competing to become the YouTube of smartphone messaging. But which ones will win?,0
20140226,"The Payments Challenge for Mobile Carriers Can mobile payments start-ups be nimble enough to quickly outflank telecommunications carriers, which have invested heavily in their own mobile payments operations?",1
20140227,"T-Mobile Turns an Industry on Its Ear The fourth-ranking carrier blew up the rules on smartphones and wireless contracts, to the benefit of many consumers.",1
20140227,"A JPMorgan Co-Head of Debt Capital Markets to Take a New Role One of JPMorgan Chaseäó»s heads of debt capital markets, Andrew Oäó»Brien, will take on a broader new role overseeing lending activity across the investment bank, the firm announced in an internal memo on Thursday.",1
20140305,Sally Beauty Investigating Possible Credit Card Theft Sally Beauty Holdings said that it was investigating a security breach after a blogger said that credit cards used at the beauty supply company had appeared in the underground market.,1
20140306,"Vivendi Gets Bids for SFR From Bouygues and Altice The French media and telecommunications conglomerate Vivendi said on Thursday that it had received offers for SFR, its cellphone unit, that could value the business at more than $20 billion.",1
20140307,"Deutsche Telekom and Orange Post Weaker Quarterly Pretax Earnings Deutsche Telekom of Germany said pretax income fell 31 percent, while French operator Orange reported an 8.5 percent fall, as the sector grapples with a new round of consolidation.",1
20140307,"Top Official Can&#8217;t Rule on Cable Merger  The Justice Department official, William Baer, represented NBCUniversal during its takeover by Comcast and is therefore forbidden from considering the merger.",1
20140307,"Vodafone Said to Submit Tentative Bid for Ono The British telecommunications giant has submitted a tentative offer for the Spanish cable company Ono that values it at around 7 billion euros, or $10 billion, according to people with direct knowledge of the matter.",1
20140311,"As the Web Turns 25, Its Creator Talks About Its Future It has been 25 years since the World Wide Web began and some are worried that its free and open nature could be in jeopardy as corporations push to control the speed and type of content that is shared online.",1
20140317,Alibaba's New York State of Mind Alibaba confirms it will begin the process of going public in New York. | Vodafone agrees to purchase the Spanish cable company Ono. | Investors are waiting to see the extent of Western sanctions on Russia after Crimeaäó»s vote to secede from...,1
20140317,"Vodafone-Ono Deal a Big Win for Team of Deal Makers in London Vodafoneäó»s board was advised on the $10 billion transaction by the boutique advisory firm Robertson Robey Associates, which features three star deal makers formerly from UBS, Goldman Sachs and Morgan Stanley.",1
20140318,Monday Motorsports: Rosberg Wins an Eventful Australian Grand Prix Nico Rosberg and the Mercedes team made a strong showing in the Formula One season opener; Chip Ganassiäó»s car won the Sebring 12-hour race in Florida.,1
20140318,Taking Aim at an Anonymous Blogger David Einhornäó»s case against the website Seeking Alpha could affect the future of business journalism. | Foreign investors in Russia are beginning to sound the alarm. | A boutique advisory firm played an important role in the Vodafone-Ono deal. |...,1
20140319,"European Panel Adopts äóÖNet Neutralityäó» and Mobile Roaming Rules The draft law is aimed at ensuring equal Internet access and lower rates for cellphone use across the European Union, but critics want changes.",1
20140321,"Weekend Reading: March Madness, Wall St. Edition A number of sides are facing off in our financial coverage of the past week. Since weäó»ve already blown our NCAA brackets, lets try out the concept with Wall Street.",1
20140324,"Cisco Bets a Billion on the Cloud The biggest name in computer networking announces a plan to link public and private cloud computing systems in a secure and reliable system, the äóìIntercloud.äóù",1
20140331,"European Lawmakers Prepare to Vote on äóÖNet Neutralityäó» The legislation, the focus of intense lobbying from all sides, is meant to ensure equitable Internet access for 500 million Europeans.",0
20140331,"AT&T's Stock Buyback May Further Signal Waning Interest in Vodafone Deal If there were any doubts that AT&Täó»s appetite was waning for a takeover bid for Vodafone, the latest announcement by AT&T for a potential stock buyback worth around $11 billion might erase them.",0
